date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2017-04-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5260.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2017-05-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5260.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2017-06-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2017-07-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2017-08-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2017-09-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2017-10-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2017-11-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2017-12-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2018-01-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",7890.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2018-02-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",7890.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2018-03-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",7890.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2018-04-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2018-05-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2018-06-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2018-07-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2018-08-15,Meat (chicken) - Wholesale,KG,"meat, fish and eggs",5880.0,COP,Colombia,Antioquia,935,Medellin,842,94,14,5,2,842_94_14_5,
2013-03-15,Oil (vegetable) - Wholesale,L,oil and fats,325.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2013-07-15,Oil (vegetable) - Wholesale,L,oil and fats,3111.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2013-08-15,Oil (vegetable) - Wholesale,L,oil and fats,3250.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2013-09-15,Oil (vegetable) - Wholesale,L,oil and fats,3067.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2013-10-15,Oil (vegetable) - Wholesale,L,oil and fats,3067.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2013-11-15,Oil (vegetable) - Wholesale,L,oil and fats,3066.6666,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2013-12-15,Oil (vegetable) - Wholesale,L,oil and fats,2933.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-01-15,Oil (vegetable) - Wholesale,L,oil and fats,3000.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-02-15,Oil (vegetable) - Wholesale,L,oil and fats,3000.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-03-15,Oil (vegetable) - Wholesale,L,oil and fats,3166.6666,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-04-15,Oil (vegetable) - Wholesale,L,oil and fats,3333.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-05-15,Oil (vegetable) - Wholesale,L,oil and fats,3333.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-06-15,Oil (vegetable) - Wholesale,L,oil and fats,3333.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-07-15,Oil (vegetable) - Wholesale,L,oil and fats,3333.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-08-15,Oil (vegetable) - Wholesale,L,oil and fats,3333.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-09-15,Oil (vegetable) - Wholesale,L,oil and fats,2890.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-10-15,Oil (vegetable) - Wholesale,L,oil and fats,2890.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-11-15,Oil (vegetable) - Wholesale,L,oil and fats,3055.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2014-12-15,Oil (vegetable) - Wholesale,L,oil and fats,3055.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-01-15,Oil (vegetable) - Wholesale,L,oil and fats,3055.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-03-15,Oil (vegetable) - Wholesale,L,oil and fats,3193.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-04-15,Oil (vegetable) - Wholesale,L,oil and fats,3193.3333,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-05-15,Oil (vegetable) - Wholesale,L,oil and fats,3390.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-06-15,Oil (vegetable) - Wholesale,L,oil and fats,3390.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-07-15,Oil (vegetable) - Wholesale,L,oil and fats,3390.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-08-15,Oil (vegetable) - Wholesale,L,oil and fats,3390.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-09-15,Oil (vegetable) - Wholesale,L,oil and fats,3390.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-10-15,Oil (vegetable) - Wholesale,L,oil and fats,3390.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-11-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2015-12-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-01-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-02-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-03-15,Oil (vegetable) - Wholesale,L,oil and fats,3390.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-04-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-05-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-06-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-07-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-08-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-09-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-10-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-11-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2016-12-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-01-15,Oil (vegetable) - Wholesale,L,oil and fats,3835.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-02-15,Oil (vegetable) - Wholesale,L,oil and fats,4800.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-03-15,Oil (vegetable) - Wholesale,L,oil and fats,4800.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-04-15,Oil (vegetable) - Wholesale,L,oil and fats,4000.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-05-15,Oil (vegetable) - Wholesale,L,oil and fats,4000.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-06-15,Oil (vegetable) - Wholesale,L,oil and fats,4600.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-07-15,Oil (vegetable) - Wholesale,L,oil and fats,4600.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-08-15,Oil (vegetable) - Wholesale,L,oil and fats,4600.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-09-15,Oil (vegetable) - Wholesale,L,oil and fats,4400.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-10-15,Oil (vegetable) - Wholesale,L,oil and fats,4400.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-11-15,Oil (vegetable) - Wholesale,L,oil and fats,4600.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2017-12-15,Oil (vegetable) - Wholesale,L,oil and fats,5000.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2018-01-15,Oil (vegetable) - Wholesale,L,oil and fats,5000.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2018-02-15,Oil (vegetable) - Wholesale,L,oil and fats,4250.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2018-03-15,Oil (vegetable) - Wholesale,L,oil and fats,4250.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2018-04-15,Oil (vegetable) - Wholesale,L,oil and fats,4500.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2018-05-15,Oil (vegetable) - Wholesale,L,oil and fats,4500.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2018-06-15,Oil (vegetable) - Wholesale,L,oil and fats,4500.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2018-07-15,Oil (vegetable) - Wholesale,L,oil and fats,4500.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2018-08-15,Oil (vegetable) - Wholesale,L,oil and fats,4500.0,COP,Colombia,Antioquia,935,Medellin,842,96,14,15,6,842_96_14_15,
2012-04-15,Sugar - Wholesale,KG,miscellaneous food,3458.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2012-05-15,Sugar - Wholesale,KG,miscellaneous food,2200.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2012-06-15,Sugar - Wholesale,KG,miscellaneous food,1760.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2012-07-15,Sugar - Wholesale,KG,miscellaneous food,1540.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2012-08-15,Sugar - Wholesale,KG,miscellaneous food,1430.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2012-09-15,Sugar - Wholesale,KG,miscellaneous food,1512.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2012-10-15,Sugar - Wholesale,KG,miscellaneous food,1460.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-03-15,Sugar - Wholesale,KG,miscellaneous food,1400.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-06-15,Sugar - Wholesale,KG,miscellaneous food,1500.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-07-15,Sugar - Wholesale,KG,miscellaneous food,1440.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-08-15,Sugar - Wholesale,KG,miscellaneous food,1420.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-09-15,Sugar - Wholesale,KG,miscellaneous food,1360.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-10-15,Sugar - Wholesale,KG,miscellaneous food,1360.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-11-15,Sugar - Wholesale,KG,miscellaneous food,1320.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-12-15,Sugar - Wholesale,KG,miscellaneous food,1320.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-01-15,Sugar - Wholesale,KG,miscellaneous food,1400.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-02-15,Sugar - Wholesale,KG,miscellaneous food,1400.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-03-15,Sugar - Wholesale,KG,miscellaneous food,1400.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-04-15,Sugar - Wholesale,KG,miscellaneous food,1560.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-05-15,Sugar - Wholesale,KG,miscellaneous food,1540.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-06-15,Sugar - Wholesale,KG,miscellaneous food,1540.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-07-15,Sugar - Wholesale,KG,miscellaneous food,1540.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-08-15,Sugar - Wholesale,KG,miscellaneous food,1480.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-09-15,Sugar - Wholesale,KG,miscellaneous food,1470.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-10-15,Sugar - Wholesale,KG,miscellaneous food,1470.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-11-15,Sugar - Wholesale,KG,miscellaneous food,1540.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2014-12-15,Sugar - Wholesale,KG,miscellaneous food,1540.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-01-15,Sugar - Wholesale,KG,miscellaneous food,1660.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-03-15,Sugar - Wholesale,KG,miscellaneous food,2000.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-04-15,Sugar - Wholesale,KG,miscellaneous food,1900.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-05-15,Sugar - Wholesale,KG,miscellaneous food,1840.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-06-15,Sugar - Wholesale,KG,miscellaneous food,1860.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-07-15,Sugar - Wholesale,KG,miscellaneous food,1880.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-08-15,Sugar - Wholesale,KG,miscellaneous food,1880.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-09-15,Sugar - Wholesale,KG,miscellaneous food,1880.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-10-15,Sugar - Wholesale,KG,miscellaneous food,1880.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-11-15,Sugar - Wholesale,KG,miscellaneous food,2300.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2015-12-15,Sugar - Wholesale,KG,miscellaneous food,2500.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-01-15,Sugar - Wholesale,KG,miscellaneous food,2500.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-02-15,Sugar - Wholesale,KG,miscellaneous food,2500.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-03-15,Sugar - Wholesale,KG,miscellaneous food,1790.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-04-15,Sugar - Wholesale,KG,miscellaneous food,1790.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-05-15,Sugar - Wholesale,KG,miscellaneous food,2700.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-06-15,Sugar - Wholesale,KG,miscellaneous food,2680.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-07-15,Sugar - Wholesale,KG,miscellaneous food,1366.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-08-15,Sugar - Wholesale,KG,miscellaneous food,2640.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-09-15,Sugar - Wholesale,KG,miscellaneous food,2240.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-10-15,Sugar - Wholesale,KG,miscellaneous food,2260.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-11-15,Sugar - Wholesale,KG,miscellaneous food,2260.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2016-12-15,Sugar - Wholesale,KG,miscellaneous food,2260.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-01-15,Sugar - Wholesale,KG,miscellaneous food,2260.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-02-15,Sugar - Wholesale,KG,miscellaneous food,2260.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-03-15,Sugar - Wholesale,KG,miscellaneous food,2120.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-04-15,Sugar - Wholesale,KG,miscellaneous food,2080.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-05-15,Sugar - Wholesale,KG,miscellaneous food,2640.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-06-15,Sugar - Wholesale,KG,miscellaneous food,2120.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-07-15,Sugar - Wholesale,KG,miscellaneous food,2120.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-08-15,Sugar - Wholesale,KG,miscellaneous food,1960.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-09-15,Sugar - Wholesale,KG,miscellaneous food,1960.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-10-15,Sugar - Wholesale,KG,miscellaneous food,1960.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-11-15,Sugar - Wholesale,KG,miscellaneous food,1940.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2017-12-15,Sugar - Wholesale,KG,miscellaneous food,1920.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2018-01-15,Sugar - Wholesale,KG,miscellaneous food,1800.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2018-02-15,Sugar - Wholesale,KG,miscellaneous food,1920.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2018-03-15,Sugar - Wholesale,KG,miscellaneous food,1920.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2018-04-15,Sugar - Wholesale,KG,miscellaneous food,1740.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2018-05-15,Sugar - Wholesale,KG,miscellaneous food,1760.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2018-06-15,Sugar - Wholesale,KG,miscellaneous food,1760.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2018-07-15,Sugar - Wholesale,KG,miscellaneous food,1760.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2018-08-15,Sugar - Wholesale,KG,miscellaneous food,1760.0,COP,Colombia,Antioquia,935,Medellin,842,97,14,5,7,842_97_14_5,
2013-03-15,Garlic - Wholesale,KG,vegetables and fruits,3500.0,COP,Colombia,Antioquia,935,Medellin,842,105,14,5,4,842_105_14_5,
2013-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,132.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2013-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,1500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2013-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,1050.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2013-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,1050.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2013-09-15,Onions (red) - Wholesale,KG,vegetables and fruits,1400.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2013-10-15,Onions (red) - Wholesale,KG,vegetables and fruits,1600.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2013-11-15,Onions (red) - Wholesale,KG,vegetables and fruits,1500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2013-12-15,Onions (red) - Wholesale,KG,vegetables and fruits,1600.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-01-15,Onions (red) - Wholesale,KG,vegetables and fruits,1700.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-02-15,Onions (red) - Wholesale,KG,vegetables and fruits,2000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,3000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-04-15,Onions (red) - Wholesale,KG,vegetables and fruits,3000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-05-15,Onions (red) - Wholesale,KG,vegetables and fruits,2800.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,3000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,3000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,2000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-09-15,Onions (red) - Wholesale,KG,vegetables and fruits,1700.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-10-15,Onions (red) - Wholesale,KG,vegetables and fruits,1400.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-11-15,Onions (red) - Wholesale,KG,vegetables and fruits,1500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2014-12-15,Onions (red) - Wholesale,KG,vegetables and fruits,1500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-01-15,Onions (red) - Wholesale,KG,vegetables and fruits,2500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,4000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-04-15,Onions (red) - Wholesale,KG,vegetables and fruits,3700.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-05-15,Onions (red) - Wholesale,KG,vegetables and fruits,3500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,4000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,4000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,4000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-09-15,Onions (red) - Wholesale,KG,vegetables and fruits,3000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-10-15,Onions (red) - Wholesale,KG,vegetables and fruits,3000.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-11-15,Onions (red) - Wholesale,KG,vegetables and fruits,2500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2015-12-15,Onions (red) - Wholesale,KG,vegetables and fruits,2500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2016-01-15,Onions (red) - Wholesale,KG,vegetables and fruits,2200.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
2016-02-15,Onions (red) - Wholesale,KG,vegetables and fruits,2500.0,COP,Colombia,Antioquia,935,Medellin,842,110,14,5,4,842_110_14_5,
