date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2005-01-15,Wheat flour - Wholesale,KG,cereals and tubers,1347.33,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-02-15,Wheat flour - Wholesale,KG,cereals and tubers,1345.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-03-15,Wheat flour - Wholesale,KG,cereals and tubers,1339.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-04-15,Wheat flour - Wholesale,KG,cereals and tubers,1355.67,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-05-15,Wheat flour - Wholesale,KG,cereals and tubers,1353.6,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-06-15,Wheat flour - Wholesale,KG,cereals and tubers,1355.83,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-07-15,Wheat flour - Wholesale,KG,cereals and tubers,1356.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-08-15,Wheat flour - Wholesale,KG,cereals and tubers,1320.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-09-15,Wheat flour - Wholesale,KG,cereals and tubers,1331.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-10-15,Wheat flour - Wholesale,KG,cereals and tubers,1359.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-11-15,Wheat flour - Wholesale,KG,cereals and tubers,1362.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-12-15,Wheat flour - Wholesale,KG,cereals and tubers,1363.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-01-15,Wheat flour - Wholesale,KG,cereals and tubers,1357.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-02-15,Wheat flour - Wholesale,KG,cereals and tubers,1358.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-03-15,Wheat flour - Wholesale,KG,cereals and tubers,1377.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-04-15,Wheat flour - Wholesale,KG,cereals and tubers,1321.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-05-15,Wheat flour - Wholesale,KG,cereals and tubers,1350.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-06-15,Wheat flour - Wholesale,KG,cereals and tubers,1589.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-07-15,Wheat flour - Wholesale,KG,cereals and tubers,1594.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-08-15,Wheat flour - Wholesale,KG,cereals and tubers,1605.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-09-15,Wheat flour - Wholesale,KG,cereals and tubers,1602.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-10-15,Wheat flour - Wholesale,KG,cereals and tubers,1602.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-11-15,Wheat flour - Wholesale,KG,cereals and tubers,1619.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2006-12-15,Wheat flour - Wholesale,KG,cereals and tubers,1608.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-01-15,Wheat flour - Wholesale,KG,cereals and tubers,1672.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-02-15,Wheat flour - Wholesale,KG,cereals and tubers,1650.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-03-15,Wheat flour - Wholesale,KG,cereals and tubers,1650.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-04-15,Wheat flour - Wholesale,KG,cereals and tubers,1650.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-05-15,Wheat flour - Wholesale,KG,cereals and tubers,1646.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-06-15,Wheat flour - Wholesale,KG,cereals and tubers,1668.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-07-15,Wheat flour - Wholesale,KG,cereals and tubers,1649.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-08-15,Wheat flour - Wholesale,KG,cereals and tubers,1689.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-09-15,Wheat flour - Wholesale,KG,cereals and tubers,2138.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-10-15,Wheat flour - Wholesale,KG,cereals and tubers,2140.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-11-15,Wheat flour - Wholesale,KG,cereals and tubers,2145.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2007-12-15,Wheat flour - Wholesale,KG,cereals and tubers,2151.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-01-15,Wheat flour - Wholesale,KG,cereals and tubers,2155.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-02-15,Wheat flour - Wholesale,KG,cereals and tubers,2472.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-03-15,Wheat flour - Wholesale,KG,cereals and tubers,2613.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-04-15,Wheat flour - Wholesale,KG,cereals and tubers,2619.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-05-15,Wheat flour - Wholesale,KG,cereals and tubers,2629.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-06-15,Wheat flour - Wholesale,KG,cereals and tubers,2638.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-07-15,Wheat flour - Wholesale,KG,cereals and tubers,2633.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-08-15,Wheat flour - Wholesale,KG,cereals and tubers,2680.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-09-15,Wheat flour - Wholesale,KG,cereals and tubers,2679.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-10-15,Wheat flour - Wholesale,KG,cereals and tubers,2675.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-11-15,Wheat flour - Wholesale,KG,cereals and tubers,2683.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2008-12-15,Wheat flour - Wholesale,KG,cereals and tubers,2681.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-01-15,Wheat flour - Wholesale,KG,cereals and tubers,2629.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-02-15,Wheat flour - Wholesale,KG,cereals and tubers,2683.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-03-15,Wheat flour - Wholesale,KG,cereals and tubers,2674.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-04-15,Wheat flour - Wholesale,KG,cereals and tubers,2953.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-05-15,Wheat flour - Wholesale,KG,cereals and tubers,2660.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-06-15,Wheat flour - Wholesale,KG,cereals and tubers,2607.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-07-15,Wheat flour - Wholesale,KG,cereals and tubers,2638.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-08-15,Wheat flour - Wholesale,KG,cereals and tubers,2622.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-09-15,Wheat flour - Wholesale,KG,cereals and tubers,2603.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-10-15,Wheat flour - Wholesale,KG,cereals and tubers,2524.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-11-15,Wheat flour - Wholesale,KG,cereals and tubers,2275.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2009-12-15,Wheat flour - Wholesale,KG,cereals and tubers,2249.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-01-15,Wheat flour - Wholesale,KG,cereals and tubers,2298.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-02-15,Wheat flour - Wholesale,KG,cereals and tubers,2226.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-03-15,Wheat flour - Wholesale,KG,cereals and tubers,2220.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-04-15,Wheat flour - Wholesale,KG,cereals and tubers,2260.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-05-15,Wheat flour - Wholesale,KG,cereals and tubers,2243.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-06-15,Wheat flour - Wholesale,KG,cereals and tubers,2265.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-07-15,Wheat flour - Wholesale,KG,cereals and tubers,2200.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-08-15,Wheat flour - Wholesale,KG,cereals and tubers,2164.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-09-15,Wheat flour - Wholesale,KG,cereals and tubers,2203.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-10-15,Wheat flour - Wholesale,KG,cereals and tubers,2211.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-11-15,Wheat flour - Wholesale,KG,cereals and tubers,2187.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2010-12-15,Wheat flour - Wholesale,KG,cereals and tubers,2173.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-01-15,Wheat flour - Wholesale,KG,cereals and tubers,2191.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-02-15,Wheat flour - Wholesale,KG,cereals and tubers,2188.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-03-15,Wheat flour - Wholesale,KG,cereals and tubers,2156.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-04-15,Wheat flour - Wholesale,KG,cereals and tubers,2148.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-05-15,Wheat flour - Wholesale,KG,cereals and tubers,2151.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-06-15,Wheat flour - Wholesale,KG,cereals and tubers,2156.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-07-15,Wheat flour - Wholesale,KG,cereals and tubers,2170.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-08-15,Wheat flour - Wholesale,KG,cereals and tubers,2158.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-09-15,Wheat flour - Wholesale,KG,cereals and tubers,2147.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-10-15,Wheat flour - Wholesale,KG,cereals and tubers,2153.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-11-15,Wheat flour - Wholesale,KG,cereals and tubers,2166.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2011-12-15,Wheat flour - Wholesale,KG,cereals and tubers,2149.0,COP,Colombia,Antioquia,935,Medellin,842,58,14,5,1,842_58_14_5,
2005-01-15,Maize (white) - Wholesale,KG,cereals and tubers,552.71,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-02-15,Maize (white) - Wholesale,KG,cereals and tubers,549.58,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-03-15,Maize (white) - Wholesale,KG,cereals and tubers,574.5,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-04-15,Maize (white) - Wholesale,KG,cereals and tubers,629.79,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-05-15,Maize (white) - Wholesale,KG,cereals and tubers,643.25,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-06-15,Maize (white) - Wholesale,KG,cereals and tubers,700.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-07-15,Maize (white) - Wholesale,KG,cereals and tubers,734.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-08-15,Maize (white) - Wholesale,KG,cereals and tubers,599.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-09-15,Maize (white) - Wholesale,KG,cereals and tubers,542.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-10-15,Maize (white) - Wholesale,KG,cereals and tubers,609.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-11-15,Maize (white) - Wholesale,KG,cereals and tubers,652.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2005-12-15,Maize (white) - Wholesale,KG,cereals and tubers,659.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-01-15,Maize (white) - Wholesale,KG,cereals and tubers,617.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-02-15,Maize (white) - Wholesale,KG,cereals and tubers,560.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-03-15,Maize (white) - Wholesale,KG,cereals and tubers,590.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-04-15,Maize (white) - Wholesale,KG,cereals and tubers,601.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-05-15,Maize (white) - Wholesale,KG,cereals and tubers,577.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-06-15,Maize (white) - Wholesale,KG,cereals and tubers,605.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-07-15,Maize (white) - Wholesale,KG,cereals and tubers,614.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-08-15,Maize (white) - Wholesale,KG,cereals and tubers,599.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-09-15,Maize (white) - Wholesale,KG,cereals and tubers,544.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-10-15,Maize (white) - Wholesale,KG,cereals and tubers,724.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-11-15,Maize (white) - Wholesale,KG,cereals and tubers,873.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2006-12-15,Maize (white) - Wholesale,KG,cereals and tubers,859.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-01-15,Maize (white) - Wholesale,KG,cereals and tubers,817.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-02-15,Maize (white) - Wholesale,KG,cereals and tubers,820.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-03-15,Maize (white) - Wholesale,KG,cereals and tubers,844.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-04-15,Maize (white) - Wholesale,KG,cereals and tubers,916.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-05-15,Maize (white) - Wholesale,KG,cereals and tubers,928.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-06-15,Maize (white) - Wholesale,KG,cereals and tubers,876.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-07-15,Maize (white) - Wholesale,KG,cereals and tubers,845.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-08-15,Maize (white) - Wholesale,KG,cereals and tubers,668.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-09-15,Maize (white) - Wholesale,KG,cereals and tubers,660.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-10-15,Maize (white) - Wholesale,KG,cereals and tubers,652.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-11-15,Maize (white) - Wholesale,KG,cereals and tubers,644.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2007-12-15,Maize (white) - Wholesale,KG,cereals and tubers,542.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-01-15,Maize (white) - Wholesale,KG,cereals and tubers,573.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-02-15,Maize (white) - Wholesale,KG,cereals and tubers,595.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-03-15,Maize (white) - Wholesale,KG,cereals and tubers,606.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-04-15,Maize (white) - Wholesale,KG,cereals and tubers,647.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-05-15,Maize (white) - Wholesale,KG,cereals and tubers,747.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-06-15,Maize (white) - Wholesale,KG,cereals and tubers,848.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-07-15,Maize (white) - Wholesale,KG,cereals and tubers,850.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-08-15,Maize (white) - Wholesale,KG,cereals and tubers,906.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-09-15,Maize (white) - Wholesale,KG,cereals and tubers,955.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-10-15,Maize (white) - Wholesale,KG,cereals and tubers,1013.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-11-15,Maize (white) - Wholesale,KG,cereals and tubers,1068.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2008-12-15,Maize (white) - Wholesale,KG,cereals and tubers,1151.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-01-15,Maize (white) - Wholesale,KG,cereals and tubers,994.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-02-15,Maize (white) - Wholesale,KG,cereals and tubers,994.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-03-15,Maize (white) - Wholesale,KG,cereals and tubers,1003.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-04-15,Maize (white) - Wholesale,KG,cereals and tubers,960.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-05-15,Maize (white) - Wholesale,KG,cereals and tubers,1009.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-06-15,Maize (white) - Wholesale,KG,cereals and tubers,949.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-07-15,Maize (white) - Wholesale,KG,cereals and tubers,837.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-08-15,Maize (white) - Wholesale,KG,cereals and tubers,779.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-09-15,Maize (white) - Wholesale,KG,cereals and tubers,709.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-10-15,Maize (white) - Wholesale,KG,cereals and tubers,668.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-11-15,Maize (white) - Wholesale,KG,cereals and tubers,668.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2009-12-15,Maize (white) - Wholesale,KG,cereals and tubers,693.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-01-15,Maize (white) - Wholesale,KG,cereals and tubers,809.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-02-15,Maize (white) - Wholesale,KG,cereals and tubers,833.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-03-15,Maize (white) - Wholesale,KG,cereals and tubers,835.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-04-15,Maize (white) - Wholesale,KG,cereals and tubers,888.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-05-15,Maize (white) - Wholesale,KG,cereals and tubers,992.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-06-15,Maize (white) - Wholesale,KG,cereals and tubers,1045.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-07-15,Maize (white) - Wholesale,KG,cereals and tubers,991.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-08-15,Maize (white) - Wholesale,KG,cereals and tubers,908.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-09-15,Maize (white) - Wholesale,KG,cereals and tubers,825.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-10-15,Maize (white) - Wholesale,KG,cereals and tubers,807.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-11-15,Maize (white) - Wholesale,KG,cereals and tubers,952.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2010-12-15,Maize (white) - Wholesale,KG,cereals and tubers,983.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-01-15,Maize (white) - Wholesale,KG,cereals and tubers,961.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-02-15,Maize (white) - Wholesale,KG,cereals and tubers,941.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-03-15,Maize (white) - Wholesale,KG,cereals and tubers,961.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-04-15,Maize (white) - Wholesale,KG,cereals and tubers,1082.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-05-15,Maize (white) - Wholesale,KG,cereals and tubers,1235.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-06-15,Maize (white) - Wholesale,KG,cereals and tubers,1223.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-07-15,Maize (white) - Wholesale,KG,cereals and tubers,1178.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-08-15,Maize (white) - Wholesale,KG,cereals and tubers,1042.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-09-15,Maize (white) - Wholesale,KG,cereals and tubers,905.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-10-15,Maize (white) - Wholesale,KG,cereals and tubers,843.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-11-15,Maize (white) - Wholesale,KG,cereals and tubers,941.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2011-12-15,Maize (white) - Wholesale,KG,cereals and tubers,925.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2012-03-15,Maize (white) - Wholesale,KG,cereals and tubers,920.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2012-04-15,Maize (white) - Wholesale,KG,cereals and tubers,1020.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2012-05-15,Maize (white) - Wholesale,KG,cereals and tubers,1200.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2012-06-15,Maize (white) - Wholesale,KG,cereals and tubers,1170.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2012-07-15,Maize (white) - Wholesale,KG,cereals and tubers,1200.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2012-08-15,Maize (white) - Wholesale,KG,cereals and tubers,1100.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2012-09-15,Maize (white) - Wholesale,KG,cereals and tubers,1100.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2012-10-15,Maize (white) - Wholesale,KG,cereals and tubers,970.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2014-01-15,Maize (white) - Wholesale,KG,cereals and tubers,1050.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2014-02-15,Maize (white) - Wholesale,KG,cereals and tubers,1050.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2014-03-15,Maize (white) - Wholesale,KG,cereals and tubers,1040.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2014-04-15,Maize (white) - Wholesale,KG,cereals and tubers,1100.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2014-05-15,Maize (white) - Wholesale,KG,cereals and tubers,1100.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2014-06-15,Maize (white) - Wholesale,KG,cereals and tubers,1100.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2014-07-15,Maize (white) - Wholesale,KG,cereals and tubers,1100.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
2014-08-15,Maize (white) - Wholesale,KG,cereals and tubers,1100.0,COP,Colombia,Antioquia,935,Medellin,842,67,14,5,1,842_67_14_5,
